mag_x,mag_y,mag_z
-21.327644,-1.971463,19.178714
-22.044538,-1.613015,20.906526
-22.402986,1.971463,19.869838
-24.91212,5.555941,19.524276
-24.91212,5.555941,19.524276
-20.610748,1.613015,21.252088
-21.506866,-2.509135,18.660371
-22.761434,1.254567,18.833152
-18.818508,10.932658,14.686404
-18.818508,10.932658,14.686404
-15.771703,16.488597,11.057998
-15.592479,22.761434,9.157404
-16.488597,24.016002,6.220124
-19.176956,19.893852,10.194092
-20.610748,10.932658,16.068653
-20.610748,10.932658,16.068653
-22.940658,5.735165,19.005933
-21.506866,-1.075343,20.042621
-19.35618,-7.168956,19.697057
-16.488597,-10.753434,19.697057
-15.054808,-11.47033,20.388183
-15.054808,-11.47033,20.388183
-15.950927,-10.574211,19.869838
-17.743165,-4.839045,19.524276
-17.922389,2.867582,18.314807
-18.460062,5.914389,17.450902
-19.176956,8.065075,16.759777
-19.176956,8.065075,16.759777
-18.997732,10.753434,16.241434
-18.101613,15.592479,13.649717
-18.460062,13.441793,15.031966
-19.714628,6.45206,17.969245
-19.714628,6.45206,17.969245
-18.280838,3.942926,17.278121
-20.789972,0.358448,18.314807
-20.610748,1.254567,19.869838
-20.431524,-1.075343,18.314807
-19.893852,-1.254567,20.215402
-19.893852,-1.254567,20.215402
-19.35618,-1.075343,19.697057
-19.893852,1.613015,18.48759
-18.460062,6.989732,17.796464
-17.026269,10.215763,17.450902
-17.026269,10.215763,17.450902
-15.234031,9.140419,15.377529
-13.441793,8.781971,15.377529
-13.621016,9.678091,15.895873
-12.545673,8.244299,15.55031
-13.621016,11.111882,15.55031
-13.621016,11.111882,15.55031
-17.026269,14.158688,15.723091
-18.997732,14.69636,14.16806
-20.431524,11.111882,15.204748
-21.865314,7.168956,17.623683
-22.044538,3.405254,18.833152
-22.044538,3.405254,18.833152
-21.68609,-0.537672,18.48759
-23.119882,-2.688358,19.178714
-19.893852,-5.555941,20.906526
-20.789972,-9.319643,20.042621
-20.789972,-9.319643,20.042621
-20.789972,-9.319643,20.042621
-18.997732,-11.47033,21.079307
-20.073076,-11.111882,20.733745
-18.639286,-11.111882,21.079307
-19.714628,-11.111882,20.733745
-20.2523,-10.932658,20.560964
-20.2523,-10.932658,20.560964
-20.431524,-10.036539,21.424871
-19.176956,-6.989732,19.524276
-18.997732,7.168956,18.660371
-16.130149,16.847045,11.749123
-12.187226,22.940658,5.874561
-12.187226,22.940658,5.874561
-10.215763,27.421255,0.518344
-11.649554,29.930391,-1.900593
-14.517136,16.667821,12.267467
-17.026269,6.272836,17.796464
-17.026269,6.272836,17.796464
-14.517136,3.046806,18.48759
-16.309373,-4.122149,21.597652
-15.234031,-8.781971,20.560964
-17.205493,-12.545673,20.042621
-19.714628,-10.394987,19.005933
-19.714628,-10.394987,19.005933
-20.610748,-12.724897,21.252088
-22.58221,-13.979464,20.733745
-24.016002,-15.771703,21.424871
-22.044538,-14.875584,20.560964
-22.044538,-14.875584,20.560964
-21.506866,-22.223762,20.733745
-24.91212,-32.797973,17.450902
-30.826509,-42.29684,8.639061
-34.052539,-44.089076,6.911249
-40.863048,-43.37218,4.837874
-40.863048,-43.37218,4.837874
-47.852779,-42.476062,3.282843
-49.824241,-37.995464,5.528999
-49.645019,-34.231765,5.356218
-51.258033,-32.260299,7.256811
-53.408721,-26.525136,10.021311
-53.408721,-26.525136,10.021311
-54.30484,-24.195226,8.466279
-56.813976,-26.70436,6.047342
-57.530868,-25.270568,3.628406
-59.143886,-24.37445,2.418937
-59.860782,-24.37445,3.110062
-59.860782,-24.37445,3.110062
-56.09708,-32.797973,2.591718
-53.946392,-34.948657,2.591718
-49.824241,-41.938392,1.036687
-40.683822,-45.343647,2.937281
-20.789972,-41.221496,12.440248
-20.789972,-41.221496,12.440248
-13.262569,-25.80824,18.314807
-14.517136,-19.176956,19.869838
-17.384717,-15.234031,19.524276
-19.176956,-12.008002,20.906526
-19.176956,-12.008002,20.906526
-18.101613,-12.366449,19.524276
-17.384717,-9.857315,21.252088
-15.413255,-3.942926,19.351495
-14.337912,6.45206,18.660371
-12.008002,7.34818,16.414215
-12.008002,7.34818,16.414215
-12.724897,3.046806,19.524276
-14.875584,-6.989732,21.597652
-17.384717,-12.366449,19.869838
-20.610748,-18.818508,21.597652
-22.223762,-22.940658,18.314807
-22.223762,-22.940658,18.314807
-17.922389,-24.016002,18.314807
-15.054808,-23.299106,18.314807
-16.309373,-17.384717,18.833152
-14.158688,-14.158688,19.524276
-14.158688,-14.158688,19.524276
-9.498867,-8.423523,18.833152
-8.244299,-3.22603,17.623683
-11.649554,1.971463,17.796464
-12.724897,4.839045,18.48759
-13.262569,4.659821,18.660371
-13.262569,4.659821,18.660371
-13.621016,-6.093613,19.697057
-21.865314,-15.054808,20.733745
-22.940658,-16.847045,20.042621
-21.865314,-20.073076,20.388183
-24.91212,-32.081077,18.833152
-24.91212,-32.081077,18.833152
-26.166688,-40.5046,12.78581
-30.647285,-47.494331,5.010655
-29.930391,-49.286571,-0.518344
-42.83451,-46.418987,-1.900593
-42.83451,-46.418987,-1.900593
-53.946392,-40.325374,-2.937281
-55.200958,-36.561676,-0.691125
-32.260299,-46.239765,4.837874
-12.904121,-37.995464,13.131373
-9.678091,-25.80824,15.895873
-9.678091,-25.80824,15.895873
-11.828778,-21.14842,18.314807
-17.205493,-13.262569,21.770433
-14.69636,-7.885851,20.388183
-17.026269,-0.179224,20.906526
-16.847045,11.47033,15.895873
-16.847045,11.47033,15.895873
-20.610748,14.517136,15.031966
-22.58221,16.130149,14.859185
-23.836778,17.384717,17.10534
-21.14842,15.054808,16.241434
-21.327644,9.857315,17.450902
-21.327644,9.857315,17.450902
-19.535404,-3.046806,20.906526
-22.761434,-9.857315,19.869838
-23.657554,-11.828778,19.697057
-22.940658,-13.979464,20.042621
-16.130149,-18.997732,19.697057
-16.130149,-18.997732,19.697057
-12.724897,-26.345912,16.759777
-14.875584,-36.740898,12.613029
-22.58221,-44.447525,7.602374
-31.364181,-48.928123,-0.863906
-31.364181,-48.928123,-0.863906
-40.5046,-49.465793,-5.183436
-45.522869,-49.465793,-11.749123
-51.078811,-44.985198,-14.340841
-53.587944,-43.909854,-15.031966
-38.533138,-50.720363,-6.047342
-38.533138,-50.720363,-6.047342
-19.714628,-41.221496,7.602374
-15.950927,-25.270568,17.796464
-16.130149,-14.337912,20.388183
-18.280838,-6.810508,19.697057
-18.280838,-6.810508,19.697057
-17.026269,-0.179224,19.524276
-15.771703,8.244299,17.278121
-13.621016,14.337912,16.586996
-12.724897,8.423523,18.142026
-12.904121,1.075343,19.697057
-12.904121,1.075343,19.697057
-13.621016,-8.244299,20.733745
-18.460062,-15.234031,21.597652
-21.68609,-15.592479,19.524276
-18.997732,-15.054808,19.697057
-17.026269,-25.270568,19.178714
-17.026269,-25.270568,19.178714
-14.337912,-35.844779,12.440248
-19.535404,-47.135883,5.356218
-28.138151,-52.154151,-2.591718
-37.637016,-50.899585,-6.911249
-25.091344,-50.899585,0.0
-25.091344,-50.899585,0.0
-11.47033,-32.260299,14.16806
-12.366449,-17.026269,17.796464
-18.101613,-12.008002,18.142026
-19.535404,-8.781971,19.178714
-16.488597,-3.22603,20.042621
-16.488597,-3.22603,20.042621
-14.875584,-0.896119,18.142026
-15.413255,1.075343,19.005933
-15.054808,1.433791,18.314807
-15.054808,3.22603,18.660371
-17.205493,7.527404,19.005933
-17.205493,7.527404,19.005933
-16.847045,7.885851,20.042621
