mag_x,mag_y,mag_z
1.971463,7.706627,-50.624897
8.602747,16.488597,-40.085243
12.366449,19.535404,-25.398838
12.366449,19.535404,-25.398838
16.488597,14.337912,-20.733745
18.460062,8.423523,-13.304154
17.922389,2.509135,-11.749123
17.026269,-9.140419,-5.010655
17.026269,-9.140419,-5.010655
12.904121,-17.205493,1.727812
9.319643,-27.242031,0.691125
0.179224,-37.816242,3.628406
-10.753434,-44.089076,8.639061
-24.016002,-45.164421,13.131373
-24.016002,-45.164421,13.131373
-33.873317,-43.192958,13.649717
-45.164421,-36.920124,12.78581
-51.795703,-34.590209,8.466279
-53.587944,-43.192958,-3.282843
-45.522869,-49.824241,-7.256811
-45.522869,-49.824241,-7.256811
-36.024002,-51.437259,-0.863906
-24.732896,-46.598213,9.330186
-14.875584,-35.307106,16.759777
-15.592479,-28.496599,20.215402
-15.592479,-28.496599,20.215402
-10.215763,-22.761434,20.906526
-4.839045,-13.80024,19.869838
-2.329911,-5.914389,19.178714
-4.480597,2.688358,18.48759
-7.527404,3.942926,19.005933
-7.527404,3.942926,19.005933
-7.885851,4.659821,17.623683
-8.961195,5.376717,18.314807
-7.885851,6.810508,17.278121
-11.111882,12.187226,15.895873
-11.291106,17.743165,12.958592
-11.291106,17.743165,12.958592
-10.394987,13.979464,12.78581
-7.885851,7.885851,16.241434
-8.781971,-1.613015,18.833152
-8.244299,-11.111882,21.770433
-8.244299,-11.111882,21.770433
-10.574211,-21.68609,19.178714
-13.80024,-32.081077,17.10534
-17.026269,-37.099346,15.377529
-21.68609,-44.985198,10.539654
-27.062808,-50.361915,6.738467
-27.062808,-50.361915,6.738467
-31.543405,-53.050273,-1.036687
-32.797973,-55.021736,-7.08403
-25.091344,-53.408721,-22.461557
-25.629016,-49.645019,-34.729022
-29.213495,-38.17469,-47.169269
-29.213495,-38.17469,-47.169269
-33.335643,-27.242031,-53.216613
-38.71236,-8.961195,-57.017799
-45.881317,11.111882,-53.562175
-48.569675,23.836778,-43.713645
-44.985198,34.231765,-30.236713
-44.985198,34.231765,-30.236713
-33.156421,38.17469,-18.833152
-24.553672,39.608482,-17.10534
-11.828778,38.353912,-10.021311
-1.792239,31.184957,-7.256811
4.839045,19.176956,-0.518344
4.839045,19.176956,-0.518344
12.545673,2.150687,4.146749
8.781971,-9.857315,10.194092
3.942926,-18.280838,13.476935
3.763702,-28.496599,7.775155
3.763702,-28.496599,7.775155
-14.158688,-43.909854,9.502967
-29.751167,-50.541137,6.565686
-23.299106,-51.616481,1.38225
-15.413255,-47.673557,5.874561
-15.413255,-47.673557,5.874561
-10.036539,-39.787704,11.749123
-9.140419,-37.099346,15.031966
2.329911,-16.309373,15.723091
6.631284,11.291106,8.120718
-5.735165,32.977195,-3.455624
-5.735165,32.977195,-3.455624
-10.036539,39.070808,-25.226057
-12.545673,32.977195,-43.886428
-5.197493,15.234031,-54.426082
-0.537672,-19.176956,-49.588207
1.075343,-38.71236,-33.519554
1.075343,-38.71236,-33.519554
-8.781971,-49.286571,-16.414215
-14.158688,-52.512599,-16.068653
-21.327644,-52.154151,-26.435525
-25.449792,-48.032005,-31.791744
-32.618747,-48.748901,-30.755056
-32.618747,-48.748901,-30.755056
-38.71236,-49.465793,-28.336118
-46.418987,-46.777435,-21.943214
-55.917854,-40.146152,-20.733745
-60.040004,-31.722629,-20.560964
-63.624481,-18.460062,-19.869838
-63.624481,-18.460062,-19.869838
-65.595947,-7.168956,-13.131373
-63.266033,-3.046806,-7.429592
-58.96466,6.272836,-0.863906
-62.728363,-3.942926,-14.16806
-58.068542,-29.034271,-26.953868
-58.068542,-29.034271,-26.953868
-45.164421,-36.920124,-38.357429
-33.694091,-30.468061,-50.797676
-20.969196,-20.969196,-55.80833
3.763702,-6.631284,-49.588207
14.69636,2.509135,-27.644994
14.69636,2.509135,-27.644994
14.517136,5.197493,-12.267467
11.649554,7.706627,-1.209468
12.008002,7.34818,1.555031
11.111882,-0.358448,7.602374
11.111882,-0.358448,7.602374
8.961195,-15.771703,9.675748
0.896119,-32.081077,10.194092
-18.639286,-44.805973,11.40356
-29.392719,-48.748901,8.293498
-29.392719,-48.748901,8.293498
-36.561676,-46.956661,9.330186
-39.608482,-46.418987,7.429592
-42.117614,-44.985198,8.811842
-43.909854,-47.852779,4.31953
-44.268302,-48.211227,-0.863906
-44.268302,-48.211227,-0.863906
-47.494331,-50.361915,-7.775155
-46.060539,-51.078811,-7.775155
-41.400718,-50.003467,-2.246156
-36.38245,-50.003467,-1.209468
-37.637016,-51.258033,-4.146749
-37.637016,-51.258033,-4.146749
-39.787704,-50.541137,-9.675748
-41.221496,-49.465793,-17.278121
-43.909854,-49.645019,-16.414215
-52.512599,-42.476062,-17.10534
-61.653018,-27.242031,-23.498245
-61.653018,-27.242031,-23.498245
-60.577674,-11.47033,-34.556243
-48.211227,7.34818,-49.933769
-26.883584,24.732896,-51.4888
-5.914389,27.779703,-44.750335
7.527404,21.865314,-34.556243
7.527404,21.865314,-34.556243
17.026269,11.649554,-26.435525
17.026269,11.649554,-26.435525
19.535404,-1.971463,-21.252088
17.563941,-7.885851,-22.461557
17.743165,-13.441793,-21.252088
17.743165,-13.441793,-21.252088
18.818508,-15.234031,-22.979902
18.818508,-16.667821,-21.252088
16.488597,-19.35618,-8.984623
11.649554,-23.47833,-1.209468
11.649554,-23.47833,-1.209468
9.678091,-24.016002,4.492311
4.659821,-30.109615,7.602374
-8.423523,-44.62675,4.665093
-31.005733,-51.078811,2.591718
-42.29684,-48.032005,3.110062
-42.29684,-48.032005,3.110062
-40.863048,-45.881317,4.837874
-35.665554,-49.286571,3.628406
-33.156421,-52.871047,-13.995279
-36.740898,-49.286571,-28.854463
-36.740898,-49.286571,-28.854463
-43.37218,-31.184957,-46.650928
-37.995464,-8.602747,-59.091175
-25.270568,6.272836,-62.028457
-5.735165,14.337912,-54.944427
7.527404,9.319643,-44.923114
7.527404,9.319643,-44.923114
16.130149,3.22603,-31.791744
17.922389,-7.168956,-14.859185
15.234031,-15.234031,-5.70178
12.187226,-16.488597,3.110062
6.631284,-21.68609,9.848529
6.631284,-21.68609,9.848529
-2.329911,-29.930391,13.304154
-4.659821,-37.637016,10.021311
-8.961195,-45.522869,3.455624
-20.2523,-51.078811,0.518344
-27.242031,-53.767169,-1.727812
-27.242031,-53.767169,-1.727812
-34.769435,-53.408721,-6.911249
-38.891586,-53.229496,-5.010655
-32.260299,-54.84251,-2.418937
-29.751167,-53.050273,-2.764499
-29.751167,-53.050273,-2.764499
-30.468061,-53.767169,-3.801187
-36.024002,-51.795703,-9.848529
-41.579944,-48.748901,-23.152683
-48.569675,-44.268302,-23.325464
-55.738632,-37.099346,-22.634338
-55.738632,-37.099346,-22.634338
-58.606212,-29.213495,-13.649717
-58.606212,-25.270568,-2.937281
-55.917854,-22.223762,2.764499
-56.276302,-19.35618,2.764499
-56.813976,-12.724897,2.937281
-56.813976,-12.724897,2.937281
-57.889316,-7.706627,1.209468
-59.502334,-8.961195,0.691125
-58.247764,-8.423523,-1.555031
-58.068542,-21.506866,1.727812
-63.982929,-19.535404,-7.429592
-63.982929,-19.535404,-7.429592
-64.879051,-3.22603,-17.623683
-63.803707,5.735165,-17.623683
-58.785438,16.847045,-19.351495
-51.437259,27.062808,-23.325464
-51.437259,27.062808,-23.325464
-44.268302,32.439525,-26.781087
-34.769435,36.203227,-28.68168
-23.119882,38.17469,-31.273399
-8.961195,34.052539,-33.173992
4.839045,24.195226,-30.927837
4.839045,24.195226,-30.927837
14.69636,13.621016,-24.880495
18.460062,-3.763702,-20.215402
17.563941,-8.961195,-19.351495
19.714628,-10.394987,-16.586996
15.950927,-15.950927,-9.502967
15.950927,-15.950927,-9.502967
5.555941,-6.631284,10.539654
-3.405254,5.197493,12.958592
0.179224,9.140419,9.502967
1.971463,2.688358,9.848529
1.971463,2.688358,9.848529
1.433791,-12.187226,16.586996
-11.828778,-26.525136,18.660371
-21.327644,-36.38245,15.723091
-29.751167,-42.655288,12.78581
-38.891586,-47.852779,3.628406
-38.891586,-47.852779,3.628406
-47.673557,-47.673557,-5.183436
-45.881317,-48.748901,-6.565686
-41.759166,-48.211227,-1.209468
-39.250034,-40.325374,11.576342
-41.04227,-28.496599,16.759777
-41.04227,-28.496599,16.759777
-45.522869,-14.337912,18.314807
-47.494331,-10.215763,16.759777
-43.730628,-14.69636,19.697057
-29.034271,-22.940658,23.152683
-16.847045,-24.016002,22.461557
-16.847045,-24.016002,22.461557
-5.735165,-17.563941,19.697057
-0.537672,-22.044538,14.340841
-3.22603,-38.353912,8.639061
-11.649554,-48.569675,-3.628406
-26.70436,-55.738632,-13.649717
-26.70436,-55.738632,-13.649717
-44.089076,-48.748901,-24.534933
-53.587944,-42.83451,-28.508899
-56.276302,-41.221496,-19.351495
-55.380184,-42.117614,-15.377529
-55.380184,-42.117614,-15.377529
-56.276302,-43.730628,-9.675748
-51.974929,-45.881317,-7.256811
-48.211227,-48.569675,-10.539654
-51.795703,-44.985198,-3.628406
-54.125617,-38.353912,6.220124
-54.125617,-38.353912,6.220124
-51.795703,-32.439525,10.539654
-50.720363,-29.930391,15.031966
-45.164421,-36.203227,13.476935
-26.166688,-45.164421,11.749123
-26.166688,-45.164421,11.749123
-18.639286,-44.447525,11.749123
-14.875584,-36.38245,17.450902
-9.140419,-27.062808,17.796464
-5.197493,-19.893852,18.48759
8.781971,-3.763702,9.157404
8.781971,-3.763702,9.157404
15.950927,11.291106,-27.817775
-8.602747,22.940658,-52.525489
-40.5046,25.091344,-51.143238
-61.653018,15.413255,-35.247367
-67.388183,-1.075343,-17.278121
-67.388183,-1.075343,-17.278121
-65.058273,-12.008002,-2.937281
-56.09708,-25.629016,7.08403
-43.013732,-35.844779,13.131373
-45.702095,-38.533138,8.120718
-57.530868,-25.270568,3.628406
-57.530868,-25.270568,3.628406
-61.653018,-4.659821,2.764499
-56.09708,13.80024,-0.518344
-45.702095,28.855047,-5.010655
-32.081077,34.590209,-6.738467
-16.309373,41.400718,-13.649717
-16.309373,41.400718,-13.649717
-0.896119,34.948657,-22.979902
14.69636,19.35618,-26.608306
18.101613,2.688358,-14.686404
18.639286,-8.244299,-6.220124
13.083345,-10.932658,0.518344
13.083345,-10.932658,0.518344
10.932658,-18.818508,3.282843
5.735165,-28.317375,6.911249
-5.555941,-41.759166,8.466279
-20.789972,-50.541137,6.220124
-20.789972,-50.541137,6.220124
-32.260299,-49.465793,2.418937
-46.418987,-48.569675,-0.172781
-53.946392,-40.683822,3.628406
-55.200958,-35.844779,5.183436
-53.229496,-38.17469,7.429592
-53.229496,-38.17469,7.429592
-50.003467,-34.948657,11.576342
-45.164421,-37.995464,14.16806
-40.146152,-41.221496,11.749123
-37.457794,-44.62675,11.576342
-37.457794,-44.62675,11.576342
-32.260299,-51.616481,3.110062
-32.260299,-54.84251,-6.565686
-30.826509,-53.408721,-17.278121
-28.317375,-53.408721,-29.027244
-23.299106,-46.598213,-39.394115
-23.299106,-46.598213,-39.394115
-17.743165,-34.948657,-51.31602
-3.22603,-25.80824,-51.4888
8.065075,-25.270568,-41.294712
11.111882,-28.317375,-34.556243
10.932658,-37.099346,-23.325464
10.932658,-37.099346,-23.325464
6.093613,-42.655288,-16.586996
0.179224,-46.777435,-15.377529
-5.555941,-51.437259,-10.194092
-8.961195,-52.691825,-13.131373
-13.262569,-53.767169,-15.204748
-13.262569,-53.767169,-15.204748
-17.205493,-56.63475,-12.440248
-18.639286,-54.125617,-0.691125
-17.563941,-48.390453,6.911249
-8.781971,-41.759166,11.230779
8.244299,-26.525136,6.565686
8.244299,-26.525136,6.565686
18.818508,-8.781971,-7.08403
18.639286,7.527404,-23.152683
10.036539,18.997732,-38.702991
-14.337912,26.883584,-50.452114
-14.337912,26.883584,-50.452114
-39.96693,22.761434,-49.933769
-56.276302,0.0,-47.342052
-62.011466,-16.488597,-35.938491
-62.54914,-26.70436,-23.671026
-57.351646,-36.920124,-13.131373
-57.351646,-36.920124,-13.131373
-54.125617,-38.71236,-5.183436
-52.512599,-38.891586,-5.356218
-58.068542,-32.977195,-7.947936
-66.133613,-17.743165,-15.377529
-66.133613,-17.743165,-15.377529
-66.133613,-17.743165,-15.377529
-62.190692,14.875584,-21.252088
-47.315109,31.543405,-27.990556
-23.657554,35.844779,-40.085243
3.584478,20.073076,-45.959804
3.584478,20.073076,-45.959804
15.054808,-3.22603,-36.975181
16.488597,-25.091344,-12.094685
6.093613,-21.865314,9.675748
1.613015,-5.555941,15.723091
-12.904121,-1.792239,22.461557
-12.904121,-1.792239,22.461557
-22.223762,-1.433791,22.115995
-26.70436,-0.537672,20.560964
-29.213495,-5.555941,21.943214
-30.109615,-15.054808,23.498245
-35.307106,-25.270568,22.288776
-35.307106,-25.270568,22.288776
-34.948657,-29.571943,20.215402
-40.863048,-37.637016,14.16806
-48.211227,-43.192958,2.937281
-53.050273,-42.655288,-1.727812
-53.050273,-42.655288,-1.727812
-54.484062,-40.863048,-4.837874
-57.710094,-38.71236,-9.330186
-58.96466,-39.250034,-12.267467
-62.907588,-36.740898,-13.649717
-60.936122,-37.278572,-5.183436
-60.936122,-37.278572,-5.183436
-51.974929,-41.221496,2.418937
-34.769435,-48.748901,5.183436
-18.639286,-52.691825,-1.727812
4.480597,-38.533138,-8.466279
10.753434,-20.431524,1.036687
10.753434,-20.431524,1.036687
3.046806,-17.026269,14.340841
-8.423523,-13.083345,21.943214
-23.657554,-12.545673,24.189369
-34.769435,-10.394987,21.770433
-42.655288,-7.527404,18.660371
-42.655288,-7.527404,18.660371
-37.816242,0.896119,18.142026
-34.052539,-2.509135,19.005933
-33.335643,-12.187226,20.733745
-34.410987,-25.80824,20.388183
-34.410987,-25.80824,20.388183
-34.410987,-25.80824,20.388183
-34.948657,-46.418987,7.429592
-37.995464,-53.050273,-5.874561
-35.127883,-54.84251,-16.586996
-32.797973,-54.30484,-6.738467
-32.797973,-54.30484,-6.738467
-40.5046,-48.748901,-0.691125
-47.494331,-42.83451,3.282843
-49.465793,-36.920124,6.565686
-45.881317,-40.5046,8.984623
-45.881317,-40.5046,8.984623
-39.608482,-46.418987,3.973968
-35.844779,-51.258033,-1.727812
-34.590209,-52.871047,-5.010655
-35.127883,-55.559406,-10.021311
-42.476062,-53.946392,-15.723091
-42.476062,-53.946392,-15.723091
-44.268302,-49.645019,-6.392905
-51.078811,-46.418987,-3.628406
-55.380184,-43.909854,-5.70178
-55.917854,-39.787704,-2.073374
-55.559406,-38.353912,1.727812
-55.559406,-38.353912,1.727812
-54.84251,-38.71236,3.110062
-50.899585,-39.070808,6.220124
-46.060539,-40.683822,7.775155
-36.203227,-45.164421,9.330186
-30.109615,-50.182689,2.418937
-30.109615,-50.182689,2.418937
-29.034271,-50.541137,0.345562
-32.439525,-50.361915,0.172781
-35.665554,-50.003467,-0.518344
-41.400718,-47.852779,-2.246156
-51.258033,-40.863048,-7.602374
-51.258033,-40.863048,-7.602374
-60.398452,-30.288837,-17.10534
-65.595947,-13.979464,-26.262744
-60.7569,-0.179224,-40.258022
-50.182689,12.904121,-50.106552
-31.184957,24.016002,-52.871051
-31.184957,24.016002,-52.871051
-10.932658,31.364181,-43.022521
6.093613,21.865314,-36.975181
17.384717,8.781971,-23.671026
20.431524,-5.735165,-16.586996
20.431524,-5.735165,-16.586996
18.101613,-14.875584,-11.921904
15.054808,-24.016002,-8.293498
6.631284,-30.647285,2.937281
-2.509135,-35.844779,8.639061
-14.69636,-41.938392,11.749123
-14.69636,-41.938392,11.749123
-25.629016,-46.418987,10.539654
-39.787704,-44.805973,7.256811
-49.107345,-41.938392,5.528999
-53.050273,-37.278572,4.492311
-53.050273,-37.278572,4.492311
-54.125617,-35.486331,4.837874
-55.559406,-34.410987,4.837874
-53.767169,-36.920124,7.602374
-50.182689,-36.561676,7.256811
-46.598213,-39.429256,10.021311
-46.598213,-39.429256,10.021311
-41.938392,-40.146152,13.822498
-41.04227,-42.117614,11.230779
-45.881317,-41.938392,10.021311
-53.229496,-39.250034,6.738467
-59.502334,-27.958927,6.220124
-59.502334,-27.958927,6.220124
-56.993198,-29.034271,6.565686
-39.250034,-46.418987,6.047342
-20.2523,-46.060539,10.885217
-8.961195,-35.127883,14.513623
-5.018269,-28.675823,17.623683
-5.018269,-28.675823,17.623683
-4.122149,-22.402986,16.414215
3.046806,-17.026269,14.340841
6.45206,-12.187226,12.440248
8.781971,-9.857315,11.230779
9.678091,-10.394987,9.330186
9.678091,-10.394987,9.330186
9.498867,-10.574211,9.157404
9.857315,-10.932658,9.157404
10.574211,-10.932658,8.120718
10.215763,-9.140419,8.120718
10.215763,-10.215763,8.120718
10.215763,-10.215763,8.120718
11.291106,-13.80024,6.738467
10.574211,-17.743165,2.937281
12.187226,-20.789972,3.110062
10.753434,-22.58221,2.418937
10.753434,-22.58221,2.418937
14.69636,-20.789972,-4.837874
15.592479,-26.345912,-25.053276
-4.839045,-44.62675,-32.310085
-16.309373,-51.078811,-31.273399
-18.460062,-52.512599,-28.854463
-18.460062,-52.512599,-28.854463
-20.789972,-50.899585,-26.953868
-23.47833,-50.720363,-26.781087
-25.629016,-51.078811,-24.707714
-28.855047,-51.795703,-22.979902
-28.855047,-51.795703,-22.979902
-31.005733,-51.437259,-22.634338
-31.722629,-51.078811,-25.053276
-31.722629,-47.494331,-31.273399
-31.901853,-41.579944,-42.504177
-28.138151,-37.457794,-49.933769
-28.138151,-37.457794,-49.933769
-16.130149,-35.127883,-50.106552
-4.839045,-37.099346,-41.640274
4.659821,-40.5046,-26.953868
9.140419,-35.665554,-13.304154
12.904121,-26.525136,-8.293498
12.904121,-26.525136,-8.293498
10.036539,-24.016002,-0.345562
12.366449,-21.327644,1.209468
10.394987,-21.14842,0.691125
12.366449,-25.270568,-1.900593
10.394987,-31.901853,-7.602374
10.394987,-31.901853,-7.602374
3.584478,-42.655288,-13.476935
-14.69636,-54.125617,-16.586996
-31.543405,-54.125617,-9.675748
-50.182689,-49.465793,-10.712436
-58.247764,-42.83451,-15.723091
-58.247764,-42.83451,-15.723091
-55.917854,-44.447525,-17.969245
-46.239765,-51.974929,-10.366873
-30.647285,-54.663288,-1.209468
-10.932658,-43.192958,9.502967
-10.932658,-43.192958,9.502967
-7.885851,-30.468061,16.241434
-14.875584,-20.610748,20.560964
-22.761434,-12.724897,24.016588
-30.468061,-7.885851,22.115995
-32.439525,-3.763702,20.906526
-32.439525,-3.763702,20.906526
-28.138151,-8.781971,22.979902
-21.865314,-18.639286,23.843807
-17.384717,-27.779703,19.524276
-17.026269,-35.307106,17.450902
-18.101613,-42.83451,11.921904
-18.101613,-42.83451,11.921904
-18.639286,-50.182689,3.455624
-21.68609,-53.229496,-2.937281
-24.37445,-53.408721,-8.639061
-22.58221,-55.200958,-10.021311
-22.58221,-55.200958,-10.021311
-24.195226,-55.021736,-11.576342
-17.026269,-55.738632,-14.340841
-7.885851,-49.465793,-20.042621
-5.914389,-44.62675,-30.927837
-4.122149,-40.683822,-34.729022
-4.122149,-40.683822,-34.729022
-2.867582,-40.146152,-35.247367
-7.706627,-40.683822,-36.802398
-5.555941,-38.533138,-37.493522
0.716896,-32.977195,-37.666305
5.914389,-27.779703,-38.184646
5.914389,-27.779703,-38.184646
8.423523,-26.345912,-35.42015
10.215763,-29.571943,-30.927837
5.376717,-35.127883,-31.100618
3.584478,-40.5046,-25.571619
3.584478,-40.5046,-25.571619
1.433791,-44.089076,-25.571619
-3.405254,-41.759166,-33.692337
-7.168956,-43.730628,-34.901805
-14.158688,-46.418987,-35.765712
-18.460062,-43.551406,-41.294712
-18.460062,-43.551406,-41.294712
-24.91212,-41.400718,-43.368083
-37.457794,-40.683822,-41.640274
-47.135883,-36.740898,-41.640274
-46.418987,-26.70436,-49.242645
-27.779703,-10.932658,-61.337329
-27.779703,-10.932658,-61.337329
-2.329911,-19.176956,-52.698268
9.319643,-18.280838,-40.776367
18.101613,-11.649554,-24.362152
18.460062,-12.008002,-9.502967
12.187226,-13.262569,6.220124
12.187226,-13.262569,6.220124
5.376717,-8.602747,13.131373
-1.792239,-19.35618,16.586996
-3.942926,-30.826509,15.55031
-8.244299,-42.655288,7.602374
-21.327644,-53.946392,0.172781
-21.327644,-53.946392,0.172781
-35.307106,-55.021736,-7.08403
-46.060539,-50.720363,-13.304154
-47.673557,-49.465793,-20.042621
-50.541137,-48.390453,-21.424871
-44.447525,-51.616481,-19.005933
-44.447525,-51.616481,-19.005933
-35.486331,-53.408721,-8.293498
-30.468061,-51.258033,2.418937
-27.779703,-44.268302,10.885217
-27.242031,-37.278572,15.204748
